_id,Date,Rain,Temp Max,Temp Min
346,12-12-1951,,30.67000008,13.21000004
347,13-12-1951,,29.96999931,13.18000031
348,14-12-1951,,30.20999908,13.80000019
349,15-12-1951,,30.29000092,14.19999981
350,16-12-1951,,31.22999954,15.72000027
351,17-12-1951,,31.62999916,16.35000038
352,18-12-1951,,31.52000046,17.67000008
353,19-12-1951,,32.66999817,18.17000008
354,20-12-1951,,31.30999947,16.10000038
355,21-12-1951,,31.17000008,15.27000046
356,22-12-1951,,31.15999985,14.57999992
357,23-12-1951,,30.97999954,13.47999954
358,24-12-1951,,30.35000038,12.81000042
359,25-12-1951,,30.51000023,12.84000015
360,26-12-1951,,30.30999947,15.13000011
361,27-12-1951,,30.45999908,15.03999996
362,28-12-1951,,30.22999954,14.94999981
363,29-12-1951,,30.27000046,14.81999969
364,30-12-1951,,30.07999992,14.93999958
365,31-12-1951,,30.04000092,14.85999966
366,01-01-1952,,29.70000076,14.56999969
367,02-01-1952,,29.70000076,14.43999958
368,03-01-1952,,29.44000053,14.44999981
369,04-01-1952,,29.73999977,14.64999962
370,05-01-1952,,30.04999924,14.77999973
371,06-01-1952,,30.06999969,15
372,07-01-1952,,30.18000031,15.22000027
373,08-01-1952,,29.28000069,14.84000015
374,09-01-1952,,28.37000084,12.30000019
375,10-01-1952,,28.57999992,12.69999981
376,11-01-1952,,29.15999985,13.52999973
377,12-01-1952,,29.32999992,14.23999977
378,13-01-1952,,31.11000061,14.18999958
379,14-01-1952,,31.85000038,14.13000011
380,15-01-1952,,29.76000023,14.60999966
381,16-01-1952,,29.70999908,14.01000023
382,17-01-1952,,30.21999931,15.38000011
383,18-01-1952,,31.96999931,15.27999973
384,19-01-1952,,33.54999924,17.31999969
385,20-01-1952,,33.36999893,15.64000034
386,21-01-1952,,32.38999939,14.96000004
387,22-01-1952,,32.18999863,13.93999958
388,23-01-1952,,32.61000061,14.10999966
389,24-01-1952,,32.31999969,14.02000046
390,25-01-1952,,31.87999916,15.25
391,26-01-1952,,32.56000137,15.73999977
392,27-01-1952,,31.79999924,14.86999989
393,28-01-1952,,32.31000137,15.35999966
394,29-01-1952,,31.87000084,15.60000038
395,30-01-1952,,31.84000015,15.32999992
396,31-01-1952,,31.54999924,14.80000019
397,01-02-1952,,31.87000084,14.43000031
398,02-02-1952,,31.11000061,16.34000015
399,03-02-1952,,30.88999939,15.22999954
400,04-02-1952,,29.47999954,15.17000008
401,05-02-1952,,29.22999954,14.47999954
402,06-02-1952,,29.96999931,14.93999958
403,07-02-1952,,30.31999969,15.18999958
404,08-02-1952,,31.38999939,16.65999985
405,09-02-1952,,32.06000137,17.52000046
406,10-02-1952,,30.71999931,17.15999985
407,11-02-1952,,30.96999931,17.01000023
408,12-02-1952,,33.75,17.19000053
409,13-02-1952,,32.5,17.22999954
410,14-02-1952,,31.61000061,17.29999924
411,15-02-1952,,31.52000046,18.97999954
412,16-02-1952,,31.48999977,17.27000046
413,17-02-1952,,30.12000084,16.95000076
414,18-02-1952,,30.36000061,16.37000084
415,19-02-1952,,31.46999931,16.10000038
416,20-02-1952,,32.66999817,16.46999931
417,21-02-1952,,32.27999878,16.93000031
418,22-02-1952,,31.95000076,16.19000053
419,23-02-1952,,32.02000046,15.39999962
420,24-02-1952,,33.77999878,16.39999962
421,25-02-1952,,34.86999893,15.96000004
422,26-02-1952,,34.99000168,16.05999947
423,27-02-1952,,33.11999893,15.85999966
424,28-02-1952,,33.93000031,17
425,29-02-1952,,32.77999878,18.30999947
426,01-03-1952,,31.88999939,16.51000023
427,02-03-1952,,29.97999954,16.84000015
428,03-03-1952,,31.38999939,15.97000027
429,04-03-1952,,33.31999969,16.37000084
430,05-03-1952,,34.18999863,17.26000023
431,06-03-1952,,33.00999832,17.89999962
432,07-03-1952,,31.88999939,17.98999977
433,08-03-1952,,32.06999969,17.5
434,09-03-1952,,31.54000092,17.5
435,10-03-1952,,31.79999924,17.78000069
436,11-03-1952,,32.27000046,17.48999977
437,12-03-1952,,33.33000183,17.57999992
438,13-03-1952,,33.86000061,18.47999954
439,14-03-1952,,33.97000122,18.43000031
440,15-03-1952,,33.24000168,19.17000008
441,16-03-1952,,32.02000046,17.63999939
442,17-03-1952,,30.98999977,16.37999916
443,18-03-1952,,32.25999832,16.78000069
444,19-03-1952,,34.84000015,16.68000031
445,20-03-1952,,34.79000092,16.95000076
446,21-03-1952,,35.00999832,17.75
447,22-03-1952,,34.59000015,19.51000023
448,23-03-1952,,32.86000061,18.82999992
449,24-03-1952,,33.29000092,18.26000023
450,25-03-1952,,34.02000046,18.86000061
451,26-03-1952,,34.65000153,19.48999977
452,27-03-1952,,35.41999817,20.38999939
453,28-03-1952,,35.99000168,21.05999947
454,29-03-1952,,35.20999908,22.93000031
455,30-03-1952,,34.83000183,20.85000038
456,31-03-1952,,33.65000153,20.76000023
457,01-04-1952,,33.99000168,21.13999939
458,02-04-1952,,34.13999939,22.12000084
459,03-04-1952,,34.11000061,21.29999924
460,04-04-1952,,33.27999878,20.77000046
461,05-04-1952,,32.75,20.90999985
462,06-04-1952,,32.47000122,20.87000084
463,07-04-1952,,33.20000076,21.70000076
464,08-04-1952,,32.99000168,20.59000015
465,09-04-1952,,33.13999939,21.38999939
466,10-04-1952,,34.29000092,23.39999962
467,11-04-1952,,34.34000015,22.54000092
468,12-04-1952,,34.50999832,22.56999969
469,13-04-1952,,35.65999985,22.79000092
470,14-04-1952,,36.95999908,24.46999931
471,15-04-1952,,36.68999863,23.61000061
472,16-04-1952,,35.68999863,23.59000015
473,17-04-1952,,34.99000168,23.29000092
474,18-04-1952,,35.11999893,23.37999916
475,19-04-1952,,35.18000031,24.10000038
476,20-04-1952,,36.31999969,23.95999908
477,21-04-1952,,36.18000031,22.95999908
478,22-04-1952,,35.49000168,23.09000015
479,23-04-1952,,36.16999817,24.80999947
480,24-04-1952,,35.52999878,24.81999969
481,25-04-1952,,35.65000153,23.5
482,26-04-1952,,36.58000183,22.98999977
483,27-04-1952,,36.02999878,23.65999985
484,28-04-1952,,36.04000092,24.25
485,29-04-1952,,36.29000092,24.32999992
486,30-04-1952,,35.75,24.45999908
487,01-05-1952,,36,24.04000092
488,02-05-1952,,35.91999817,23.39999962
489,03-05-1952,,36.00999832,23.79000092
490,04-05-1952,,36.18000031,23.94000053
491,05-05-1952,,35.79000092,24.04999924
492,06-05-1952,,36.36999893,23.96999931
493,07-05-1952,,37.63000107,24.5
494,08-05-1952,,37.09999847,24.87000084
495,09-05-1952,,36.59999847,23.85000038
496,10-05-1952,,36.47000122,25.36000061
497,11-05-1952,,37.84000015,25.20000076
498,12-05-1952,,37.84999847,25.75
499,13-05-1952,,37.45000076,25.88999939
500,14-05-1952,,37.13000107,24.70999908
501,15-05-1952,,35.70000076,25.63999939
502,16-05-1952,,35.93000031,24.02000046
503,17-05-1952,,36.22000122,25.39999962
504,18-05-1952,,36.15999985,24.54999924
505,19-05-1952,,35.52000046,25.54000092
506,20-05-1952,,35.56000137,24.53000069
507,21-05-1952,,35.31999969,25.78000069
508,22-05-1952,,35.25,26.23999977
509,23-05-1952,,34.20000076,26.12999916
510,24-05-1952,,34.15999985,26.04999924
511,25-05-1952,,34.22999954,25.96999931
512,26-05-1952,,34.22999954,26.22999954
513,27-05-1952,,35.40000153,26.88999939
514,28-05-1952,,35.59999847,25.48999977
515,29-05-1952,,35.79999924,26.12000084
516,30-05-1952,,35.90000153,26.42000008
517,31-05-1952,,35.74000168,26.02000046
518,01-06-1952,,35.40000153,25.68000031
519,02-06-1952,,35.11000061,25.77000046
520,03-06-1952,,34.70000076,26.15999985
521,04-06-1952,,35.33000183,25.89999962
522,05-06-1952,,35.54000092,25.10000038
523,06-06-1952,,35.70000076,25.73999977
524,07-06-1952,,34.33000183,25.78000069
525,08-06-1952,,35.61999893,24.54999924
526,09-06-1952,,35.06999969,24.52000046
527,10-06-1952,,32.50999832,24.45000076
528,11-06-1952,,33.5,24.79000092
529,12-06-1952,,33.18999863,24.51000023
530,13-06-1952,,32.68999863,24.98999977
531,14-06-1952,,32.02000046,24.45999908
